Sr.No,Hospital Name,Address,City,State,Pin Code
1182,AMCARE HOSPITAL (AMCARE MEDICAL &RESEARCH PVT LTD),"Vip Road, Zirakpur, Rajpura,",Zirakpur,Punjab,140603
1183,Florem Hospital,"Majitha Bypass Chowk , Near Red Light, Majitha Road",Amritsar,Punjab,143001
1184,Biala Orthopaedics And Multi Speciality Hospital,"54-A , Hukum Singh Road, Bhavans S.L. Public Shcool Lane Asr",Amritsar,Punjab,143001
1185,Care And Cure Medicity Hospital,"The Mall Road , Batala Road ,Opp Police, Batala Road, Amritsar",Amritsar,Punjab,143001
1186,Aggarwal Liver And Gut Clinic,"275 , Jp Nagar ,Near Telephone Exchange, Near
B.S.N.L Telephone Exchange, Jalandhar",Jalandhar,Punjab,144001
1187,Healthsure Multispeciality Hospital,"Chandigarh - Ludhiana Road , Vpo Gharuan , Near Bus Stand, Gharuan",Fatehgarhsahib,Punjab,140413
1188,Apex Hospital - Bhatinda,"Nh-07 , Barnala Road, Bathinda",Bathinda,Punjab,151103
1189,Vcare Hospital - Zirakpur,"Plot No4, Raksha Enclave,Adjoning Shemrock School, Vip Road, Near Metro, Lohgarh",Zirakpur,Punjab,140603
1190,Kare Partners Heart Centre ( A Unit Of Kare Partne,"#3314 , Near Gurudwara Sahib, Sec 19D",Chandigarh,Punjab,160019
1191,Healing Hospital And Institute Of Paramedical Scie,"Sco.18-19, Sec. 34 A, City Sub Centre",Chandigarh,Punjab,160022
1192,Phull Neuro,"Adj. Maharaja Yadwindra Enclave, Near Prtc, Near.
P.R.T.C. Workshop, Patiala",Patiala,Punjab,147001
1193,Aykai Hospital,"Institute No.1,Sector39-A,Ldh-Chd National Highway, Near Samiali Chaund",Ludhiana,Punjab,141001
1194,"Vedanta Multispeciality
Hospital","18, Guru Ravidass Nagar, Jalandhar City",Jalandhar,Punjab,144003
1195,MOGA MEDICITY MULTISPECIALITY HOSPITAL,"Dutt Road, Mandir Wali Gali",Moga,Punjab,142001
1196,Shrimann Superspeciality Hospital,"Pathankot Bypass Road, Village Nurpur, Near Reru Chowk",Jalandhar,Punjab,144012
1197,"DR SHAMSHER SINGH EYE
HOSPITAL","G.T Road, Near Bus Stand",Khanna,Punjab,141401
1198,Shakuntala Devi Vig Hospital,"Kapurthala Road, Opp. Sports College",Jalandhar,Punjab,144002
1199,Dr. Adarsh Heart & Superspeciality Hospital,"13, Basant Avenue, Near Trillium Mall, Rattan Singh Chowk, Circular Road",Amritsar,Punjab,143001
1200,Neelam Hospital - Rajpura,"Opp. Chitakara University, Rajpura Road,",Rajpura,Punjab,140401
1201,"ALTIS MULTI SPECIALITY
HOSPITAL","332-A &B, Mahavir Marg, Lajpat Nagar,",Jalandhar,Punjab,144001
1202,Kamboj Multispeciality Hospital,"#4929,New Sunny Enclave,Chandigarh Kharar Road, New Sunny Enclave, Sec-125, Greater Mohali",Chandigarh,Punjab,140301
1203,"MADHU NURSING HOME -
FARIDKOT","Bhan Singh Colony, Ferozepur Road",Faridkot,Punjab,151203
1204,Gill Eye Hospital - Moga,"Aara Rd, Nr. Civil Hospital,Moga, Aara Road",Moga,Punjab,142001
1205,SINGLA EYE CARE AND  PHACO CENTRE,"#1744-B, Gali No.1, Minocha Colony, Behind Stadium, Minocha Colony",Bathinda,Punjab,151001
1206,SHRI KRISHNA NETRALAYA AND DANTALAYA,"State Highway 22, Brahmpur , Nangal",Ropar,Punjab,140125
1207,IVY HOSPITAL -   Bathinda,"Harbans Nagar Nacchatar Nagar, Mansa Road, Bathinda",Bathinda,Punjab,151001
1208,MITTAL HEALTH CARE - SANGRUR,"Singhla Residency Haripura Road, Near Vajendar",Sangrur,Punjab,148001
1209,LIFE KARE HOSPITAL,"3, Nirankari Colony Fatehgarh Churian Road, Asr,
F.Y.C Road",Amritsar,Punjab,143001
1210,EKJYOT EYE HOSPITALS,"Gaushala Road Inside Dr Phuteleis Patiala Hospital, Krishna Nagari, Fazilka",Abohar,Punjab,152116
1211,"EKJYOT EYE HOSPITALS -
Bathinda","Inside Mahaver Jain Hospital Near Hdfc Bank, Rana Mandi",Bathinda,Punjab,151301
1212,EKJYOT EYE HOSPITALS - Nabha,"Patiala Gate Opp Shiv Mandir, Sangatpur Colony",Nabha,Punjab,147201
1213,"EKJYOT EYE HOSPITALS - Partap
Nagar","Gurukul Main Road Jogi Nagar Near Flyover, Partap Nagar",Bathinda,Punjab,151001
1214,"EKJYOT EYE HOSPITALS -
Malout",Surja Ram Market Road,Malout,Punjab,152107
1215,"EKJYOT EYE HOSPITALS -
Sangrur","Dc Residence Railway Warehouses Road, Near Gobind Pura Colony",Sangrur,Punjab,148001
1216,Pannu Eye Hospital,"#3141, Govt. College Road, Opp. Chruch, Ropar",Ropar,Punjab,140001
1217,SKR Hospital & Trauma Centre Pvt.Ltd.,"New Fly-Over, Malikpur Chowk, Pathankot (Pb)",Pathankot,Punjab,145001
1218,BRAR EYE CENTRE,"#5-A, Sarabha Nagar, Satpal Mittal Road",Ludhiana,Punjab,141001
1219,BANSAL EYE HOSPITAL AND LASER CENTRE,"#41, Bank Colony, Khalsa College Road,",Patiala,Punjab,147001
1220,Patiala Eye & Maternity Hospital,"Bathinda Road, , Behind Ajit Theater Sai Muktsar Sahib",Muktsar,Punjab,152026
1221,Vardhman Mahaveer Health Care,"Sco 33-34, Rajpura Road, Urban Estate, Urban Estate",Patiala,Punjab,147001
1222,Ashirwad Hospital - Bathinda,"Main Ajit Road, Street No.7,Near E-School, Near E- School",Bathinda,Punjab,151001
1223,Harpreet Eye Care Centre,675 Urban Estate Phase - I Dugri,Ludhiana,Punjab,141013
1224,"SRI GURU RAM DASS HOSPITAL, CIRCULAR ROAD","Cirucular Road Cirucular Road, Gurudwara Shaheedan",Amritsar,Punjab,143001
1225,"MAHAL MULTISPECIALITY
HOPSITAL","4 Bx, South City , Ludhiana",Ludhiana,Punjab,141001
1226,MAHINDRA EYE CENTRE,"Bahaour Re Road, Dana Mandi, Dana Mandi",Ludhiana,Punjab,141007
1227,RANA CLINIC & HOSPITAL,"Chd-Ldn Highway Kharong, Iatchgah Sahib Chd-Ldn Hi, Opp Telephone Exchange",Ludhiana,Punjab,141801
1228,SHILPY HOSPITAL,"B-Xv-399/2, 399, Gill Road, Near Vishwakarma Chowk St Pvr",Ludhiana,Punjab,141003
1229,SHRICHUNI LAL MEMORIAL GULATI HOSPITAL,"Fatebgarch Churian Road, Near Godrej Adharshowroom",Amritsar,Punjab,143102
1230,NHS HOSPITAL (A UNIT OF NASA BRAIN AND SPINE CENTE,"128, Gurunanakabu Nagar Kpt Road, Opp Sports College",Jalandhar,Punjab,144008
1231,GOEL KIDNEY CARE HOSPITAL,"Plot No-417, Kapur Hoala Chowk, Jalandhar",Jalandhar,Punjab,144001
1232,NULIFE HOSPITAL.,"Nai Abadi, Fgc Road, Near Rattan Singh Chowk",Amritsar,Punjab,143001
1233,SUKHBIR HOSPITAL & NURSING HOME,"Putligar Chowk Amritsar, Amritsar",Amritsar,Punjab,143001
1234,PASRICHA MEDICARE CENTER.,"Main Road Haripura Amritsar, Main Road Haripura, Amritsar",Amritsar,Punjab,143001
1235,SHRI GURU NANAK HOSPITAL,"Malaudh Road, Karamsar Rara Sahib",Ludhiana,Punjab,141117
1236,PULSE HOSPITAL,"Maqboolpura, Mehta Road., Amritsar",Amritsar,Punjab,143001
1237,Pulse Advanced Heart & Critical Care Centre,Near Gurudwara Sahtb,Bathinda,Punjab,151001
1238,"Darshan Superspeciality
Hospital","Mall Road, Bathindra",Bathinda,Punjab,151001
1239,Nivaran Superspeciality Hosptial,"100Ft Road, North Estate Rliance Market, Bathinda",Bathinda,Punjab,151001
1240,Jindal Ent Hospital - Bathinda,"Opp. St. No. 18, Ajit Road",Bathinda,Punjab,151001
1241,Sohal Hospital,"Bhatti Road Bhatti Road, Fatehgarh Sahib",Sirhind,Punjab,140406
1242,Gupta Hospital - Fazilka,"Gaushala Road G.T.Road, Fazilka",Fazilka,Punjab,152123
1243,"Nagpal Nursing Home -
Ferozepur","Jain Nagar Main Road, Abohar",Abohar,Punjab,152116
1244,Global Hospital - Ferozepur,"Opp. Grain Market, Gate No.2, Fazikka Road, Abohar",Abohar,Punjab,152116
1245,"Aashirwad Hospital -
Gurdaspur","Aliwal Road, Batala, Gurdaspur",Pathankot,Punjab,145001
1246,Navchetan Multispeciality Hospital - Gurdaspur,"Saili Road Behind Lic Building, Behind Lic Building",Pathankot,Punjab,145001
1247,Aarogya Trauma And Life Care Centre,"Near Simbal Chowk, Dalhouse Road",Pathankot,Punjab,145001
1248,Ranjit Hospital - Jalandhar,"Patel Chowk, Near Kapurthala Chowk",Jalandhar,Punjab,144001
1249,Armaan Hospital,"188 Adarsh Nagar, Near Football Chowk, Near Football Chowk, Jalandhar",Jalandhar,Punjab,144002
1250,Sangha Eye Hospital,"33 Gujral Nagar, Jalandhar",Jalandhar,Punjab,144001
1251,HP Orthocare Hosptial,"28-29, Bda Enclave Kmv Road, Kmv Road Patahnkot Bye Pass",Jalandhar,Punjab,144004
1252,Armaan Hospital - Jalandhar,"Tanda Road, Pathankat Bye Pass Chowk, Near Kmv College, Pathankot Bye Pass Chowk",Jalandhar,Punjab,144004
1253,Prolife Hospitals - Ludhiana,"Village Gill, Ludhiana",Ludhiana,Punjab,141006
1254,Mittal Eye Care Centre,"Peer Khana Road, Near Sahnewalia Store",Khanna,Punjab,141401
1255,Karan Singla Surgical And General Hospital,"Opp. Lalpala G.T. Road (Moga Side), Near Idbi Bank, Jagraon",Ludhiana,Punjab,142026
1256,Arogya Hospital - Ludhiana,"Jassian Road, Haibowal Kalan",Ludhiana,Punjab,141001
1257,Kulwant Nursing Home,Water Works Road Near Water Works Mansa,Mansa,Punjab,151505
1258,Virk Hospital And Superspeciality Dental Care,Near Bus Stand,Mansa,Punjab,151507
1259,Rajeev Hospital - Moga,Ferozepur Road Union Moga,Moga,Punjab,142001
1260,Jagdamba Eye Hospital - Moga,Kotkapura Road,Moga,Punjab,142001
1261,Gawri Nursing Home,Bathinda Road Bathinda Road,Muktsar,Punjab,152026
1262,Muktsar Medicity Hospital,Bathinda Road,Muktsar,Punjab,152026
1263,Guru Nanak Mission Hospital - Nawanshahr,"Dhahan Kaleran, Dist. Nawanshahr",Nawanshahr,Punjab,144505
1264,Mehar Hospital,"Abchal Nagar, Banna Road",Patiala,Punjab,147001
1265,Sodhi Eye Hospital - Patiala,"Sco.9, Sst Nagar",Patiala,Punjab,147001
1266,Indus Fatehgrah Sahib Hospital,Landran-Fateharh Road,Sirhind,Punjab,140406
1267,Excel Health Care,Walia Enclave,Patiala,Punjab,147002
1268,Nova Medicity Hospital,Priyam Enclave Gr Road Bye Pass,Amritsar,Punjab,143001
1269,M.S.Multispeciality Hospital,Taan Taran Road,Amritsar,Punjab,143001
1270,Netra Prakash Eye Center,"21, Dn Street No.11 Tripuri Patiala",Patiala,Punjab,147001
1271,Chaman Hospital,Seal Road Patial A Bahrdurgaph,Patiala,Punjab,147001
1272,Kartar Kaur Memorial Hospital,"Churian Road, Near Springdale School, Bye-Pass",Amritsar,Punjab,143001
1273,Amritsar Eye Hospital.,"G.N.D.U. Shopping Complax,",Amritsar,Punjab,143001
1274,City Hospital -  Amritsar,"Near Mai Bhago College,Majitha Road Amritsar",Amritsar,Punjab,143001
1275,Sri Sukhmani Multispeciality Hospital,"Dera Bassi, Main Road, Chandigarh- Ambala Highway",Mohali,Punjab,140507
1276,Singla Multispeciality Hospital - Sangrur,Jols Chowta Matakatla,Malerkotla,Punjab,148023
1277,Prisha Eye Hospital,"Batala Road, Near Hargun Hospital, Near Hargun Hospital, Amritsar",Amritsar,Punjab,143001
1278,Sri Guru Teg Bhahdur Multispeciality Hospital,"Anandpur Sahib, Naina Devi Road, Near Civil Hospital",Ropar,Punjab,140118
1279,"Vijay Kids Superspeciality
Hospital","Power House Road, Bathinda",Bathinda,Punjab,151001
1280,Romana Hospital & Maternity Center,"Power House Road, Bathinda",Bathinda,Punjab,151001
1281,Asg Hospital Pvt Ltd - (Jaipur),"Plot No. C-20-A, Ground Floor, Jtn Anukampa Plaza, Bhagwan Das Road, C-Scheme",Jaipur,Rajasthan,302001
1282,Central Referral Hospital,"5Th Mile, Tading Gangtok",Gangtok,Sikkim,737102
1283,"Apollo Hospitals Enterprise Ltd
- Chennai","21 Greams Lane, Opp Greams Road, Near Thousand Lights",Chennai,Tamil Nadu,600006
1284,The Madras Medical Mission (MMM),"No. 4A, Dr. J. Jayalaita Nagar, Mogappair",Chennai,Tamil Nadu,600037
1285,MIOT Hospitals,"4/112, Mount Poonamallee Road, Manapakkam",Chennai,Tamil Nadu,600089
1286,KMC SPECIALITY HOSPITALS INDIA LTD,"No:6, Royal Road, Cantonment, Trichy-620001",Trichy,Tamil Nadu,620001
1287,"Vijaya Hospital, Chennai","180, N. S. K. Road, Vadapalani",Chennai,Tamil Nadu,600026
1288,Medical Research Foundation (Sankara Nethralaya),18 College Road,Chennai,Tamil Nadu,600006
1289,Sri Ranga Nursing Home,"No12,Varada Reddy Street, Vedachala Nagar,Chengalpat",Chenglepet,Tamil Nadu,603001
1290,"Sundaram Medical Foundation
- Chennai","Dr. Rangarajan Memorial Hospita, No.9 C, Shanti Colony, 4Th Avenue, Anna Nagar",Chennai,Tamil Nadu,600040
1291,Sri Gokulam Hospital,"3 / 60, Meyyanur Main Road",Salem,Tamil Nadu,636004
1292,HINDU MISSION HEALTH SERVICES,"100 Feet Road Hindu Colony, Nanganallur Opp. Velan Theatre",Chennai,Tamil Nadu,600061
1293,Kongunad Hospitals Pvt. Ltd.,"79, 11Th Street, Tatabad",Coimbatore,Tamil Nadu,641012
1294,Padmini Nursing Home,"No 9 Pachaiyappa'S College Hostel Road, Chetpet",Chennai,Tamil Nadu,600031
1295,THE GUEST HOSPITAL,"782, Poonamallee High Road,",Chennai,Tamil Nadu,600010
1296,Eastcoast Hospitals Ltd.,"No.1, Paris Nagar, Moolakulam",Pondicherry,Tamil Nadu,605010
1297,Nankem Hospital,"Near Ywca, Bedford",Coonoor,Tamil Nadu,643101
1298,SRI RAMCHANDRA EYE HOSPITAL,"No. 15, Goods Shed Street .Near Head Post Office",Madurai,Tamil Nadu,625001
1299,Apollo Speciality,"Pdma Complex, 320 Mount Rd",Chennai,Tamil Nadu,600035
1300,Apollo First Med Hospitals,No.154  P H Rd,Chennai,Tamil Nadu,600010
1301,Maya Nursing Home Pvt.Ltd.,"B-225,15Th Avenue, Ashok Nagar",Chennai,Tamil Nadu,600083
1302,Sri Ramachandra Hospital & Research Centre,"No 1, Ramachandra Nagar, Porur",Chennai,Tamil Nadu,600116
1303,"ARAVIND EYE HOSPITAL, COIMBATORE","Opp.Psg Arts College, Avinashi Road",Coimbatore,Tamil Nadu,641014
1304,Kavery Medical Centre,"No.1, K C Road, Tennur, Tiruchirappalli",Trichy,Tamil Nadu,620017
1305,"Deepam Hospital (P) Ltd.,","#327, Muthurangam Road, West Tambaram",Chennai,Tamil Nadu,600045
1306,Hindu Mission Hospital,"103, G.S.T.Road, Tambaram (West)",Chennai,Tamil Nadu,600045
1307,"Kumaran Hospital, Kilpauk","214, Evr Periyarsalai, Poonamalee High Road, Kilpauk",Chennai,Tamil Nadu,600010
1308,Aravind Eye Hspital,"S N High Road,",Tirunelveli,Tamil Nadu,627001
1309,G. Kuppuswamy Naidu Memorial Hospital,"Post Box No.6327, Netaji Road, Pappanaickenpalayam",Coimbatore,Tamil Nadu,641037
1310,DSK Hospital,"No. 19, Katirnagar, Kangeyam Road",Tirupur,Tamil Nadu,641604
1311,Maruti Hospital,"95, Pattabhiraman Pillai Street, Tennur, Tiruchirappalli",Trichy,Tamil Nadu,620017
1312,Appasamy Medicare Centre (P) Ltd.,"23, Friends Avenue ,Arumbakkam",Chennai,Tamil Nadu,600106
1313,Padmapriya Hospital Pvt. Ltd.,"No.28 1St Avenue Indira Nagar Adyar, Near Adyar Telephone Exchange",Chennai,Tamil Nadu,600020
1314,Srinivas Priya Hospital (P) Ltd.,"Old No 89 & New No.106, Patel Road, Perambur",Chennai,Tamil Nadu,600011
1315,Manipal Hospital Salem,"Dalmia Board, Salem- Bangalore Highway, Salem",Salem,Tamil Nadu,636012
1316,Sri Ramakrishna Hospital,"395,Sarojini Naidu Road, Sidhapudur",Coimbatore,Tamil Nadu,641044
1317,"Kumaran Hospital, Vellore","#112, Katpadi Road, Gandhi Nagar",Vellore,Tamil Nadu,632006
1318,Rex Ortho Hospital,"43R & R Layout Poomarket Bus Stop, Mettupalayam Road, Near Shanmuga Theatre",Coimbatore,Tamil Nadu,641002
1319,K.B.N Nursing Home,"49/1, Krishna Theatre Road,",Erode,Tamil Nadu,638003
1320,Shenbagam Hospital Pvt. Ltd.- Madurai,"15 & 16  ,North Cross Iii Street, Anna Nagar",Madurai,Tamil Nadu,625020
1321,Preethi Hospitals (P) Ltd.,"27, Ganesh Nagar, 120 Feet Road, Opp. Mattuthavani Bus Stand,",Madurai,Tamil Nadu,625007
1322,Christian Medical College,Ida Scudder Road,Vellore,Tamil Nadu,632004
1323,Sakthi Hospital & Research Centre,"No. 175/86, Big Street, Triplicane",Chennai,Tamil Nadu,600005
1324,"Apollo Speciality Hospital, Madurai","Lake View Road, K.K Nagar, 2581446-Mr Ramanathan Accounts",Madurai,Tamil Nadu,625020
1325,E.S.Hospital,"32B Trichy Trunk Rd,",Villupuram,Tamil Nadu,605602
1326,Frontier Lifeline Hospital.,"R-30-C, Ambattur Industrial Estate Road, Mogappair",Chennai,Tamil Nadu,600101
1327,Venkataeswara Hospitals,"121-A, (New No. 36-A), Chamiers Road, Nandanam",Chennai,Tamil Nadu,600035
1328,Shifa Hospitals,"82, Kailasapuram Middle Street, Tirunelveli Junction,",Tirunelveli,Tamil Nadu,627001
1329,Nichani's Hospital & Health Centre,"7-10, Arthon Road, Royapuram",Chennai,Tamil Nadu,600013
1330,Holy Cross Hospital - Nagercoil,"Vettoornimadam, K K District",Nagercoil,Tamil Nadu,629003
1331,Sri Bala Medical Centre & Hospiytal,"901, Trichy Road, Rmanatha Puram,",Coimbatore,Tamil Nadu,641045
1332,Krishna Hospital - Sattur,377 Main Road Sattur,Sattur,Tamil Nadu,626203
1333,Mangalam Nursing Home,"C-105, Fort Station Road, 5Th Cross, Thillai Nagar,",Trichy,Tamil Nadu,620018
1334,Ashwin Hospital,"545,S.K Road, Near Surampatti Nall Road,",Erode,Tamil Nadu,638001
1335,PPK Hospital,"Marthandam, Main Road",Marthandam,Tamil Nadu,629165
1336,"Vinodhagan Memorial Hospital, Thanjavur",3120 3121 Trichy Road,Thanjavur,Tamil Nadu,613007
1337,Aravind Eye Hospital- Pondicherry,"Thavalakuppam, Cuddalore Main Road",Pondicherry,Tamil Nadu,605007
1338,ST. Thomas Hospital,"St.Thomas Mount, No. 5/105, Defence Colony Road, Off. Butt Road,",Chennai,Tamil Nadu,600016
1339,Cancer Institute (WIA),Adyar,Chennai,Tamil Nadu,600020
1340,Salem Gopi Hospitals Private Limited,23-B Ramakrishna Road,Salem,Tamil Nadu,636007
1341,Sri Kumaran Hospital,"774, P.N. Road, Near Bus Stand,",Tirupur,Tamil Nadu,641602
1342,Abhijay Hospital Pvt. Ltd.,"No.22/2, E.S.I. Hospital Road, Peravallur ( Perambur)",Chennai,Tamil Nadu,600011
1343,Dr.Kamakshi Memorial Hospital,"1, Radial Road, Pallikaranai",Chennai,Tamil Nadu,600100
1344,Sen Hospital,"Newno 51,Old No18, Bundergarden Street, Perambur",Chennai,Tamil Nadu,600011
1345,PONNAMMAL DURAISWAMY EYE HOSPITAL,"90, Vivekananda Road",Coimbatore,Tamil Nadu,641009
1346,ARASAN EYE HOSPITAL,"26, Annamalai Layout, Opp. Royal Theater, Near Bus Stand",Erode,Tamil Nadu,638011
1347,DEEPAN NURSING HOME,"50, Bishop Road, Puthur,",Trichy,Tamil Nadu,620017
1348,LAKSHMANA MULTISPECIALITY HOSPITAL,"23, Tpk Road, Pykara",Madurai,Tamil Nadu,625004
1349,Aakash Hospitals,"No 395, T.H. Road, Thiruvottiyur",Chennai,Tamil Nadu,600019
1350,PADMINI UROLOGY CLINIC,"Santha Vijaynagar Koil Street, Opp L.I.C.",Karaikudi,Tamil Nadu,630001
1351,Lavanya Hospital,"2,Ramasmy Street, Udumalpet",Udumalpet,Tamil Nadu,642126
1352,Revathi Medical Centre,"10, Valayankadu Main Road, Kumaran Nagar,",Tirupur,Tamil Nadu,641603
1353,Vasanthan Health Centre (P) Ltd.,"Dennison Road,",Nagercoil,Tamil Nadu,629001
1354,Retna Global Hospital,"No.-95/1, Pattabiraman Pillai Street, Tennur",Trichy,Tamil Nadu,620017
1355,Billroth Hospital Ltd.,"No.43, Lakshmi Talkies Road, Shenoy Nagar,",Chennai,Tamil Nadu,600030
1356,Raghavendhar Hospital,"36E, Kuruvikaran Salai,",Madurai,Tamil Nadu,625009
1357,Sampat Nursing Home,"4, Nachiappa Street, Near Kutcheri Road, Mylapore",Chennai,Tamil Nadu,600004
1358,"Vijay hospital, Hosur","76R Old Bangalore Road, Behind Bus Stand ,",Hosur,Tamil Nadu,635109
1359,BEJAN SINGH EYE HOSPITAL,"No.2/1,313C,M.S.Road,Vettoornimadam, No.2/1,313C,M.S.Road,Vettoornimadam, Nagercoil",Nagercoil,Tamil Nadu,629003
1360,Dr. Agarwal Eye Hospital - Hosur,"72/3 R S Towers, Bangalore Main Road, Hosur",Hosur,Tamil Nadu,635109
1361,Bharathi Raja Speciality & Research Centre,"20, G.N.Chetty Road, T - Nagar",Chennai,Tamil Nadu,600017
1362,VIKRAM ENT HOSPITAL & RESEARCH INSTITUTE,"69, West Venkatasamy Road, R. S. Puram,",Coimbatore,Tamil Nadu,641002
1363,MAHATHMA EYE HOSPITAL,"No.6 Seshapuram, Tennur, Opp. Vandi Stand Tennur, Tiruchirappalli",Trichy,Tamil Nadu,620017
1364,SREE VASANTHAM HOSPITAL,"52/1, Gugai, Sangagiri Main Road, Near Annathanapatti Bus Stop",Salem,Tamil Nadu,636006
1365,SANKAR HOSPITAL,"Main Road Authoor, Tamilnadu",Thoothukudi,Tamil Nadu,628151
1366,NIRMALA NURSING HOME,"9-D/12, East Ramakrishnapuram",Karur,Tamil Nadu,639001
1367,KANNAN HOSPITAL .,"17, Bashyam Street, Manja Kuppam, Manjakuppam",Cuddalore,Tamil Nadu,607001
1368,ARUN HOSPITAL.,"88,New Scheme Road, Pollachi",Pollachi,Tamil Nadu,642002
1369,Dharan Hospital,"No- 14, Seelanaickanpapti Bypass",Salem,Tamil Nadu,636201
1370,Lotus Hospital & Research Centre,"Poondurai Road,",Erode,Tamil Nadu,638002
1371,Deepam Hospital - Coimbatore,"687, Trichy Road Alvernia Convent, Ramanathapuram",Coimbatore,Tamil Nadu,641045
Sr.No,Hospital Name,Address,City,State,Pin Code
1372,M L Hospital,"Punnai Nagar, Rajakkanangalam Road,",Nagercoil,Tamil Nadu,629004
1373,Pavithra Hospital,"No. 7, Ethiraj Swamy Sallai, Erukkencherry Chennai",Chennai,Tamil Nadu,600118
1374,"Dr. Agarwal's Eye Hospital, Vellore",No.19/1 Officer'S Line,Vellore,Tamil Nadu,632001
1375,"Dr. Agarwal's Eye Hospital, Villupuram","No-19, Trichy Trunk Road,",Villupuram,Tamil Nadu,605602
1376,"Priya Nursing Home, Chennai","No.82, Kappal Polu Street, Old Washermenpet",Chennai,Tamil Nadu,600021
1377,DR.K..M.NALLASWAMY HOSPITAL,"93 Power House Road 93 Power House Road, Erode",Erode,Tamil Nadu,638001
1378,ALVA Hospital (P) Ltd.,"74/A-2, Meenkarai Road, Ambarampalayam Pollachi",Pollachi,Tamil Nadu,642103
1379,Hariharan Diabetes & Heart care Hospital,"No.26,29 Street, Nanganallur",Chennai,Tamil Nadu,600061
1380,Santhya  Hospital - MADURAI,"No - 146 &147, Arapalayam Main Road,",Madurai,Tamil Nadu,625016
1381,Sanjay Surgical Hospital - Palani,"No-17, Vijayaranga Mudali Street,",Palani,Tamil Nadu,624601
1382,Bhavani Hospital - SALEM,"No. 20, Raghavan Street, Swarnaipuri,",Salem,Tamil Nadu,636004
1383,Dr. Agarwal's Eye Hospital LTD - Erode,"176, Evn Road, Near Viveks Showroom,",Erode,Tamil Nadu,638011
1384,Aarthy Eye Hospital,"16, Sengunthapuram Main Road, Karur",Karur,Tamil Nadu,639002
1385,SBS Hospital Pvt. Ltd.,"13/80, Tank Street,",Hosur,Tamil Nadu,635109
1386,K.S. Hospital,"#7/1, C K Srinivasa Roa Street, Dharmapuri",Dharmapuri,Tamil Nadu,636701
1387,"Aravind Eye Hospital,","379, Periyakulam Road, Theni",Theni,Tamil Nadu,625531
1388,Kovai Medical Centre - Erode,68 Perundurai Road Erode,Erode,Tamil Nadu,638011
1389,Sowmiya Hospital,"K N P Road Karamadai, Coimbatore",Coimbatore,Tamil Nadu,641104
1390,Deepam Hospital,"No-2/1, Ganpathy Nagar, Near Cuddalore Main Road, Valappady,",Salem,Tamil Nadu,636115
1391,Madurai Eye Centre- Coimbatore,"137, East Periasamy Road, R.S.Puram,",Coimbatore,Tamil Nadu,641002
1392,Anbu Hospital - Kumbakonam,4 & 5 Lakshmi Vilas Street Kumbakonam,Kumbakonam,Tamil Nadu,612001
1393,Shanmuga Hospitals & Salem Cancer Institute,"#24, Sarada College Road, Salem",Salem,Tamil Nadu,636007
